Go.	Idź.
They yelled.	Krzyczeli.
This is big.	To jest duże.
This is new.	To jest nowe.
This stinks.	To śmierdzi.
Tom blinked.	Tom zamrugał.
Tom blushed.	Tom się zarumienił.
Tom changed.	Tom zmienił się.
Tom cheered.	Tom wiwatował.
Tom clapped.	Tom poklepał.
Tom coughed.	Tom kaszlał.
Tom crashed.	Tom rozbił się.
Tom cringed.	Tom skulił się.
Tom decided.	Tom zdecydował.
Tom drowned.	Tom utopił się.
Tom escaped.	Tom uciekł.
Tom exhaled.	Tom wzdychał.
Tom fainted.	Tom zemdlał.
Tom frowned.	Tom zmarszczył brwi.
Tom giggled.	Tom zachichotał.
Tom gloated.	Tom triumfował.
Tom grinned.	Tom uśmiechnął się.
Tom groaned.	Tom jęknął.
Tom inhaled.	Tom wciągnął.
Tom is dead.	Tom jest martwy.
Tom is lost.	Tom się zgubił.
Tom laughed.	Tom roześmiał się.
Tom listens.	Tom słucha.
Tom noticed.	Tom zauważył.
Tom prepaid.	Tom zapłacił z góry.
Tom refused.	Tom odmówił.
Tom relaxed.	Tom uspokoił się.
Tom retired.	Tom poszedł na emeryturę.
Tom shouted.	Tom krzyknął.
Tom slipped.	Tom poślizgnął się.
Tom sneezed.	Tom kichnął.
Tom stopped.	Tom zatrzymał się.
Tom sweated.	Tom pocił się.
Tom teaches.	Tom uczy.
Tom told us.	Tom nam powiedział.
Tom tripped.	Tom potknął się.
Tom was old.	To był stary.
Tom's young.	Tomasz jest młody.
Turn around.	Odwróć się.
Walk slowly.	Iść powoli.
We all quit.	Wyjdźmy stąd wszyscy.
We are boys.	Jesteśmy chłopakami.
We are free!	Jesteśmy wolni!
We are here.	Jesteśmy tu.
We know him.	Znamy go.
We need you.	Potrzebujemy Ciebie.
We promised.	Obiecaliśmy.
We remember.	Pamiętamy.
We survived!	Przeżyliśmy!
We survived.	Przeżyliśmy.
We're ready.	Jesteśmy gotowi.
We're sorry.	Przykro nam.
We're stuck.	Utknęliśmy.
We're young.	Jesteśmy młodzi.
What a pity!	Jaka szkoda...
What's next?	Co jest następne?
What's that?	Co to jest?
What's this?	Co to jest?
Where is it?	Gdzie to jest?
Who are you?	Kim jesteś?
Who drew it?	Kto to narysował?
Will he die?	Czy on umrze?
Work slowly.	Pracuj powoli.
Work slowly.	Pracuj wolno.
You can try.	Możesz spróbować.
You must go.	Musisz iść.
You're back.	Wróciłeś.
You're back.	Jesteś z powrotem.
You're cool.	Jesteś fajny.
You're done.	Jesteś skończony.
You're fair.	Jesteś sprawiedliwy.
You're fine.	Jesteś w porządku.
You're free.	Jesteś wolny.
You're good.	Jesteś dobry.
You're here.	Jesteś tu.
You're kind.	Jesteś miły.
You're late.	Spóźniłeś się.
You're lazy.	Jesteś leniwy.
You're lost.	Jesteś zgubiony.
You're loud.	Jesteś głośno.
You're mean.	Jesteś wredny.
You're mine.	Jesteś mój.
You're next.	Jesteś następny.
You're nice.	Jesteś miły.
You're nuts.	Jesteś szurnięty.
You're poor.	Jesteś biedny.
You're rich.	Jesteś bogaty.
You're safe.	Jesteś bezpieczny.
You're thin.	Jesteś cienki.
You're tidy.	Jesteś porządny.
You're weak.	Jesteś słaby.
Abandon ship!	Opuścić statek!
Am I invited?	Czy jestem zaproszony?
Anybody here?	Czy jest tu ktoś?
Anybody hurt?	Ktoś ranny?
Anything new?	Coś nowego?
Are they new?	Czy one są nowe?
Are they new?	Czy oni są nowi?
Are we alone?	Czy jesteśmy sami?
Are we ready?	Jesteśmy gotowi?
Are you busy?	Czy jesteś zajęty?
Are you cold?	Jest ci zimno?
Are you done?	Skończyłaś?
Are you done?	Skończyliście?
Are you done?	Skończyłyście?
Are you lost?	Zgubił się pan?
Are you nuts?	Zwariowałeś?
Are you nuts?	Oszalałeś?
Are you nuts?	Odbiło ci?
Are you safe?	Jesteś bezpieczny?
Are you sick?	Jesteś chory?
Are you sure?	Jesteś pewien?
Are you sure?	Jesteś pewna?
Be realistic!	Bądź realistą!
Can Tom cook?	Czy Tom potrafi gotować?
Can Tom cook?	Czy Tom umie gotować?
Can Tom sing?	Czy Tom potrafi śpiewać?
Can Tom sing?	Czy Tom umie śpiewać?
Can Tom walk?	Czy Tom może chodzić?
Can we do it?	Zrobimy to?
Can we leave?	Czy możemy wyjść?
Can we start?	Możemy zaczynać?
Can you come?	Czy możesz przyjść?
Can you hear?	Słyszysz?
Can you help?	Pomożesz?
Can you move?	Możesz przejść dalej?
Can you stay?	Możesz zostać?
Can you wait?	Możesz poczekać?
Check it out!	Spróbuj!
Come help me.	Chodź pomóż mi.
Come outside.	Wyjdź na zewnątrz.
Come quickly!	Przyjdź szybko!
Come quickly.	Chodź szybko!
Come with us.	Chodź z nami.
Deal with it.	Pogódź się z tym.
Deal with it.	Poradź sobie z tym.
Describe Tom.	Opisz Toma.
Did Tom call?	Czy Tom dzwonił?
Did Tom come?	Czy tom przyszedł?
Did Tom stay?	Tom został?
Did you call?	Dzwoniłeś?
Did you sign?	Podpisałeś?
Did you vote?	Zagłosowałeś?
Do I look OK?	Dobrze wyglądam?
Do I look OK?	Wyglądam okej?
Does it hurt?	Czy to boli?
Don't be sad.	Nie smuć się.
Don't bother.	Nie kłopocz się.
Don't forget.	Nie zapomnij.
Don't hit me.	Nie uderz mnie.
Don't litter!	Nie zaśmiecaj!
Don't slouch.	Nie garb się.
Drive safely.	Jedź ostrożnie.
Drive slowly.	Jedź powoli.
Examine this.	Przebadaj to.
Ghosts exist.	Duchy istnieją.
Give me that.	Daj mi to.
Go back home.	Wracaj do domu.
Good morning.	Dzień dobry!
Grab it, Tom.	Chwyć to, Tom
Happy Easter!	Wesołych Świąt Wielkanocnych!
Have a donut.	Poczęstuj się pączkiem.
He has a dog.	On ma psa.
He has a dog.	Ma psa.
He is French.	Jest Francuzem.
He loves her.	On ją kocha.
He loves you.	On cię kocha.
He was brave.	On był odważny.
He's a bigot.	Jest dewotem.
He's jealous.	On jest zazdrosny.
He's too old.	Jest za stary.
Hey, wait up!	Hej, poczekaj!
Hey, wait up!	Halo, momencik!
How horrible!	Jak okropnie!
How horrible!	Jak strasznie!
How romantic!	Jak romantycznie!
I am Chinese.	Jestem Chińczykiem.
I am ashamed.	Wstyd mi.
I am at home.	Jestem w domu.
I am curious.	Bardzo jestem ciekaw.
I am married.	Jestem zamężna.
I can't move.	Nie mogę się ruszać.
I can't swim.	Nie umiem pływać.
I can't talk.	Nie mogę rozmawiać.
I can't wait.	Nie mogę czekać.
I dialed 911.	Wykręciłem 911.
I didn't win.	Nie wygrałem.
I don't date.	Nie randkuję.
I don't know.	Nie wiem.
I don't sing.	Nie śpiewam.
I drank milk.	Wypiłem mleko.
I feel dizzy.	Kręci mi się w głowie.
I feel great.	Czuję się świetnie.
I got scared.	Przestraszyłem się.
I had doubts.	Miałem wątpliwości.
I have a cat.	Mam kota.
I have a dog.	Mam psa.
I have a gun.	Mam pistolet.
I have to go.	Muszę iść.
I like women.	Lubię kobiety.
I love books.	Uwielbiam książki.
I love candy.	Uwielbiam cukierki.
I love games.	Uwielbiam gry.
I made plans.	Stworzyłem plany.
I might stay.	Mógłbym zostać.
I miss Italy.	Tęsknię za Włochami.
I missed you.	Tęskniłem za tobą.
I need a car.	Potrzebuję samochodu.
I need proof.	Potrzebuję dowodu.
I need sleep.	Potrzebuję snu.
I need to go.	Muszę iść.
I passed out.	Zemdlałem.
I passed out.	Zemdlałam.
I see a lion.	Widzę lwa.
I started it.	Ja zacząłem.
I started it.	To ja zaczęłam.
I understand.	Rozumiem.
I understood.	Zrozumiałem.
I was afraid.	Bałem się.
I was scared.	Bałem się.
I will learn.	Będę się uczyć.
I'll sue you.	Pozwę cię do sądu.
I'll take it.	Wezmę to.
I'm 99% sure.	Jestem pewien na 99%.
I'm 99% sure.	Jestem pewna na dziewięćdziesiąt dziewięć procent.
I'm addicted.	Jestem uzależniony.
I'm busy now.	Teraz jestem zajęty.
I'm divorced.	Jestem rozwiedziony.
I'm gullible.	Jestem łatwowierny.
I'm homeless.	Jestem bezdomny.
I'm homesick.	Tęsknię za domem.
I'm like Tom.	Jestem jak Tom.
I'm not deaf.	Nie jestem głuchy.
I'm not deaf.	Nie jestem głucha.
I'm not lazy.	Nie jestem leniwy.
I'm not sick.	Nie jestem chory.
I'm not sure.	To jest trudne.
I'm not tall.	Nie jestem wysoki.
I'm not tall.	Nie jestem wysoka.
I'm pregnant.	Jestem w ciąży.
I'm so happy.	Jestem taki szczęśliwy.
I'm so sorry.	Przepraszam bardzo.
I'm so sorry.	Strasznie mi przykro.
I'm thorough.	Jestem skrupulatny.
I'm thrilled.	Jestem zachwycony.
I'm with Tom.	Jestem z Tomem.
I'm with him.	Jestem z nim.
I've changed.	Zmieniłem.
I've checked.	Sprawdziłem.
I've done it.	Zrobiłem to.
I've done so.	Tak zrobiłem.
I've retired.	Poszłam na emeryturę.
Identify Tom.	Zidentyfikuj Toma.
Is Tom drunk?	Tom jest pijany?
Is Tom dying?	Czy Tom umiera?
Is it broken?	Czy to jest zepsute?
Is it broken?	Czy to jest złamane?
Is it cloudy?	Czy jest pochmurno?
Is that love?	Czy to miłość?
Is that snow?	Czy to jest śnieg?
Is that true?	Czy to prawda?
Is this love?	Czy to jest miłość?
Is this love?	Czy to miłość?
It amazed me.	To mnie zaskoczyło.
It amazed me.	To zbiło mnie z tropu.
It is unfair.	To niesprawiedliwe.
It looks fun.	Wygląda zabawnie.
It was awful.	To było okropne.
It was magic.	To była magia.
It was night.	Była noc.
It works now.	Teraz działa.
It's amazing.	To niesamowite.
It's bedtime.	Czas spać.
It's my book.	To moja książka.
It's our car.	To nasz samochód.
It's raining.	Pada deszcz.
It's snowing.	Pada śnieg.
It's started.	Zaczęło się.
It's too big.	To jest za duże.
It's too hot.	Jest za gorąco.
Just do that.	Po prostu to zrób.
Keep dancing.	Tańcz dalej.
Keep digging.	Kop dalej.
Keep focused.	Utrzymuj skoncentrowanie.
Keep looking.	Szukaj dalej.
Keep running.	Biegnij dalej.
Keep singing.	Śpiewaj nadal.
Keep smiling.	Uśmiechaj się.
Keep talking.	Mów dalej.
Keep walking.	Nie zatrzymuj się.
Keep working.	Pracuj dalej.
Keep writing.	Pisz dalej.
Kiss me, Tom.	Pocałuj mnie, Tom.
Ladies first.	Panie przodem.
Let Tom know.	Niech Tom się dowie.
Let Tom know.	Daj Tomowi znać.
Let's go now.	Chodźmy już.
Let's go now.	Teraz chodźmy.
Let's listen.	Posłuchajmy.
Life is hard.	Życie jest ciężkie.
Life's short.	Życie jest krótkie.
Listen to me.	Słuchaj mnie.
Look at this.	Popatrz na to.
Look closely.	Przypatrz się.
Mary came in.	Mary weszła.
Mary is tall.	Mary jest wysoka.
Meat, please.	Mięso, proszę.
Men are pigs.	Faceci to świnie.
Mow the lawn.	Skoś trawnik.
My eyes hurt.	Oczy mnie bolą.
My leg hurts.	Boli mnie noga.
No one knows.	Nikt nie wie.
Nobody cares.	Nikt nie dba.
Nobody knows.	Nikt nie wie.
Open the box.	Otwórz pudełko.
Please leave.	Proszę wyjdź.
Please relax.	Uspokój się, proszę.
Please smile.	Proszę o uśmiech.
Read me more.	Poczytaj mi jeszcze.
Ride with me.	Jedź ze mną.
See you soon!	Do zobaczenia wkrótce.
See you soon.	Do zobaczenia wkrótce.
See you then.	No to do zobaczenia.
She liked it.	Podobało jej się.
She liked it.	Spodobało jej się.
She may come.	Ona być może przyjdzie.
She was busy.	Była zajęta.
She went out.	Wyszła.
Sit down now.	Siadaj teraz.
Someone came.	Ktoś przyszedł.
Stay a while.	Zostań na chwilę.
Stay at home.	Zostań w domu.
Stay focused.	Skup się.
Stay with me.	Zostań ze mną.
Step forward.	Krok naprzód.
Step outside.	Wyjdź na zewnątrz.
Stop arguing.	Przestań się kłócić.
Stop gawking.	Przestań się gapić.
Stop gawking.	Przestań wytrzeszczać gały.
Stop pushing.	Przestań pchać.
Stop reading.	Przestać czytać.
Stop singing.	Przestań śpiewać.
Stop smoking.	Przestań palić.
Stop talking.	Skończ gadać.
Stop the car.	Zatrzymaj samochód.
Stop whining.	Przestań marudzić.
Stop yelling.	Przestań krzyczeć.
Sweet dreams!	Słodkich snów!
Take command.	Przejąć dowództwo.
Take control.	Przejąć kontrolę.
Take it easy!	Spokojnie!
Take it easy.	Spokojnie.
Take me home.	Zabierz mnie do domu.
Tell us more.	Powiedz nam więcej.
That is mine.	To jest moje.
That will do.	To wystarczy.
That will do.	Tyle wystarczy.
That's a lie.	To jest kłamstwo.
That's a lot!	To strasznie dużo!
That's crazy.	To szalone.
That's crazy.	To szaleństwo.
That's great.	To wspaniale.
That's great.	To świetnie.
That's my CD.	To moja płyta.
That's scary.	To jest straszne
That's weird.	To dziwne...
They approve.	Zatwierdzają.
They cheered.	Wiwatowali.
They crashed.	Rozbili.
They escaped.	Uciekli.
They laughed.	Śmiali się.
They refused.	Odmówili.
They relaxed.	Odprężali się.
They stopped.	Zatrzymali się.
They sweated.	Pocili się.
They're blue.	Oni są smutni.
They're blue.	Są przygnębieni.
They're busy.	Są zajęci.
Things break.	Rzeczy się niszczą.
This is easy.	To jest łatwe.
This is food.	To jest jedzenie.
This is free.	To jest za darmo.
This is free.	To jest darmowe.
This is ours.	To jest nasze.
This is sick.	To chore!
This is true.	To prawda.
Tom answered.	Tom odpowiedział.
Tom approved.	Tom zaaprobował.
Tom approves.	Tom zatwierdza.
Tom canceled.	Tom odwołał.
Tom chuckled.	Tom zachichotał.
Tom enlisted.	Tom zaciągnął się.
Tom felt sad.	Tom czuł się smutny.
Tom finished.	Tom skończył.
Tom flinched.	Tom wzdrygnął się.
Tom grumbled.	Tom burknął.
Tom hates it.	Tom nienawidzi tego.
Tom hates me.	Tom mnie nienawidzi.
Tom insisted.	Tom nalegał.
Tom is a vet.	Tom jest weteranem.
Tom is my ex.	Tom jest moim byłym.
Tom is my ex.	Tom to mój były.
Tom is nasty.	Tom jest wstrętny.
Tom knows us.	Tom nas zna.
Tom liked it.	Tomowi się podobało.
Tom likes it.	Tomowi się to podoba.
Tom likes me.	Tom mnie lubi.
Tom listened.	Tom wysłuchał.
Tom loves me.	Tom mnie kocha.
Tom needs us.	Tom nas potrzebuje.
Tom panicked.	Tom panikował.
Tom promised.	Tom obiecał.
Tom ran home.	Tom pobiegł do domu.
Tom relented.	Tom ustąpił.
Tom resigned.	Tom zrezygnował.
Tom screamed.	Tom krzyczał.
Tom squinted.	Tom zerknął.
Tom survived.	Tom przeżył.
Tom vanished.	Tom zniknął.
Tom was gone.	Toma już nie było.
Tom was sick.	Tom był chory.
Tom's amazed.	Tom jest zaskoczony.
Tom's asleep.	Tom śpi.
Tom's greedy.	Tom jest chciwy.
Tom's so old.	Tom jest taki stary.
Tom's stoned.	Tom jest zjarany.
Tom's thirty.	Tom ma trzydzieści lat.
Try it again.	Spróbuj jeszcze raz.
We apologize.	Przepraszamy.
We are happy.	Jesteśmy szczęśliwi.
We can begin.	Możemy zaczynać.
We can do it.	Możemy to zrobić.
We can do it.	Damy radę.
We feel safe.	Czujemy się bezpiecznie.
We have wine.	Mamy wino.
We need this.	Potrzebujemy tego.
We overslept.	Zaspaliliśmy.
We succeeded.	Udało nam się.
We trust him.	Ufamy mu.
We're adults.	Jesteśmy dorośli.
We're doomed.	Jesteśmy skazani na porażkę.
We're doomed.	Mamy przerąbane.
We're freaks.	Jesteśmy dziwakami.
We're losing.	Przegrywamy.
What is love?	Czym jest miłość?
What's wrong?	Co jest źle?
Who broke it?	Kto to zepsuł?
Who broke it?	Kto to połamał?
Who broke it?	Kto to stłukł?
Who broke it?	Kto to rozbił?
Who broke it?	Kto to potłukł?
Who built it?	Kto to zbudował?
Who is there?	Kto tam?
Who ran away?	Kto uciekł?
Who resigned?	Kto zrezygnował?
Who sent Tom?	Kto wysłał Tom'a?
Who was here?	Kto tu był?
Who wrote it?	Kto napisał to?
Won't you go?	Nie pójdziesz?
Years passed.	Mijały lata.
You are rich.	Jesteś bogaty.
You are ugly.	Jesteś brzydka.
You can help.	Możesz pomóc.
You can rest.	Możesz odpocząć.
You can stay.	Możesz zostać.
You can stop.	Możesz przestać.
You can't go.	Nie możesz iść.
You clean up.	Ty posprzątasz.
You go first.	Idziesz pierwszy.
You go first.	Idziesz pierwsza.
You know how.	Wiesz jak.
You may stay.	Możesz zostać.
You're awful.	Jesteś okropny.
You're bossy.	Jesteś władczy.
You're brave.	Jesteś odważny.
You're cruel.	Jesteś okrutny.
You're drunk.	Jesteś pijany.
You're dying.	Umierasz.
You're early.	Jesteś przed czasem.
You're fired.	Jesteś zwolniony.
You're frank.	Jesteś szczery.
You're funny.	Jesteś zabawny.
You're funny.	Jesteś zabawna.
You're fussy.	Jesteś wybredny.
You're great.	Jesteś świetny.
You're gross.	Jesteś obrzydliwy.
You're harsh.	Jesteś przykry.
You're lucky.	Jesteś szczęściarzem.
You're moody.	Jesteś ponury.
You're naive.	Jesteś naiwny.
You're needy.	Jesteś potrzebujący.
You're obese.	Jesteś otyły.
You're quiet.	Jesteś cichy.
You're ready.	Jesteś gotowy.
You're right.	Masz rację.
You're scary.	Jesteś straszny.
You're sharp.	Jesteś inteligentny.
You're small.	Jesteś mały.
You're smart.	Jesteś bystry.
You're stuck.	Utkniesz.
You're sweet.	Jesteś słodki.
You're timid.	Jesteś nieśmiały.
You're tired.	Jesteś zmęczony.
You're tough.	Jesteś twardy.
You're upset.	Jesteś smutny.
You're vague.	Jesteś niewyraźny.
You're weird.	Jesteś dziwny.
You're witty.	Jesteś dowcipny.
You're young.	Jesteś młody.
Am I dreaming?	Czy ja śnię?
Am I mistaken?	Czy się mylę?
Am I mistaken?	Czy nie mam racji?
Any questions?	Jakieś pytania?
Anything else?	Coś jeszcze?
Are you alive?	Żyjesz?
Are you angry?	Jesteś zły?
Are you angry?	Jesteś zła?
Are you armed?	Jesteś uzbrojony?
Are you crazy?	Oszalałeś?
Are you going?	Idziesz?
Are you happy?	Czy jesteś szczęśliwy?
Are you lying?	Kłamiesz?
Are you ready?	Jesteście gotowi?
Are you ready?	Jesteś gotów?
Are you tired?	Czy jesteś zmęczony?
Ask an expert.	Zapytaj eksperta.
Be reasonable.	Bądź rozsądny.
Beat it, kids!	Zmykać stąd, dzieciaki!
Both sat down.	Oboje usiedli.
Bring it back.	Oddaj to.
Bring it home.	Weź to do domu.
Call a doctor.	Wezwij lekarza.
Call for help.	Wezwij pomoc.
Can I come in?	Czy mogę wejść do środka?
Can I come in?	Czy mogę wejść?
Can I hug you?	Mogę cię przytulić?
Can I join in?	Mogę dołączyć?
Can this wait?	Czy to może poczekać?
Can you drive?	Czy potrafisz prowadzić samochód?
Can you skate?	Umiesz jeździć na łyżwach?
Can you sleep?	Możesz spać?
Can you stand?	Możesz stać?
Check, please.	Poproszę o rachunek!
Check, please.	Poproszę o czek.
Chess is hard.	Szachy są trudne.
Close the box.	Zamknij pudełko.
Come this way.	Chodź tu.
Cook the rice.	Ugoruj ryż.
Dance with me.	Zatańcz ze mną.
Did Tom reply?	Czy Tom odpowiedział?
Do I look fat?	Czy wyglądam grubo?
Dogs can swim.	Psy umieją pływać.
Don't come in.	Nie wchodź!
Don't do this.	Nie rób tego.
Don't get fat.	Nie zrób się gruby.
Don't get fat.	Nie utyj.
Don't give up!	Nie poddawaj się!
Don't give up!	Nie poddawajcie się!
Don't kill me.	Nie zabijaj mnie.
Don't push me.	Nie popychaj mnie.
Don't push me.	Nie poganiaj mnie.
Draw a circle.	Narysuj okrąg.
Dry your eyes.	Wytrzyj oczy.
Dry your eyes.	Osusz swoje oczy.
Eat and drink.	Jedz i pij.
Everyone dies.	Każdy umiera.
Feed the bird!	Nakarm tego ptaka!
Flowers bloom.	Kwiaty kwitną.
Get some rest.	Odpocznij trochę.
Get your coat.	Weź swój płaszcz.
Give it to me!	Daj mi to!
Go without me.	Idź beze mnie.
He can't swim.	On nie umie pływać.
He drank beer.	Wypił piwo.
He eats a lot.	On dużo je.
He grows rice.	On uprawia ryż.
He is English.	On jest Anglikiem.
He is a thief.	On jest złodziejem.
He lied to me.	Okłamał mnie.
He lied to us.	Okłamał nas.
He loves them.	On ich kocha.
He never lies.	On nigdy nie kłamie.
He seems kind.	Wygląda na miłego.
He sells cars.	On sprzedaje auta.
He sells cars.	On sprzedaje samochody.
He touched me.	On mnie dotknął.
He tricked me.	On mnie oszukał.
He's Austrian.	On jest Austriakiem.
He's friendly.	On jest przyjacielski.
He's in Tokyo.	On jest w Tokio.
He's studying.	Uczy się.
He's very ill.	On jest bardzo chory.
Help the poor.	Pomagaj biednym.
Help yourself.	Częstuj się.
Hold the door.	Przytrzymaj drzwi.
How about you?	A co z tobą?
How beautiful!	Jak pięknie!
How big is it?	Jak duże to jest?
How do I look?	Jak wyglądam?
How old is he?	Ile on ma lat?
How wonderful!	Jak cudownie!
How's the dog?	Jak się miewa pies?
Hurry up, Tom.	Pośpiesz się, Tom!
I accept that.	Akceptuję to.
I acquired it.	Zdobyłem to.
I already ate.	Jadłem już.
I already ate.	Jadłam już.
I am a Muslim.	Jestem muzułmaninem.
I am not deaf.	Nie jestem głuchy.
I am not sure.	Nie mam pewności.
I am studying.	Uczę się.
I believe you.	Wierzę ci.
I came by bus.	Przyjechałem autobusem.
I came by bus.	Przyjechałam autobusem.
I can do this.	Mogę to zrobić.
I can feel it.	Czuję to.
I can't dance.	Nie potrafię tańczyć.
I can't do it.	Nie mogę tego zrobić.
I can't leave.	Nie mogę wyjść.
I designed it.	Ja to zaprojektowałem.
I did nothing.	Nic nie zrobiłem.
I didn't know.	Nie wiedziałem.
I didn't mind.	Nie przeszkadzało mi to.
I do think so.	Tak sądzę.
I don't drink.	Nie piję.
I exaggerated.	Przesadziłem.
I feel hungry.	Czuję się głodny.
I feel lonely.	Czuję się samotny.
I feel unwell.	Źle czuję się.
I fell asleep.	Zasnąłem.
I fell asleep.	Zasnęłam.
I forgive you.	Wybaczam ci.
I found these.	Znalazłem to.
I got thirsty.	Poczułem pragnienie.
I got thirsty.	Zachciało mi się pić.
I have a book.	Mam książkę.
I have a cold.	Przeziębiłem się.
I have a cold.	Mam gorączkę.
I have a cold.	Mam katar.
I have a plan.	Mam plan.
I have an egg.	Mam jajko.
I have rights.	Mam prawa.
I have to eat.	Muszę jeść.
I just got up.	Właśnie wstawałem.
I know myself.	Znam samego siebie.
I know myself.	Znam samą siebie.
I know people.	Znam ludzi.
I like movies.	Lubię filmy.
I like skiing.	Lubię jeździć na nartach.
I like sports.	Lubię sport.
I like tennis.	Lubię tenis.
I like to eat.	Lubię jeść.
I like trains.	Lubię pociągi.
I like winter.	Lubię zimę.
I looked down.	Spojrzałem w dół.
I love Arabic.	Uwielbiam arabski.
I love apples.	Uwielbiam jabłka.
I love hiking.	Uwielbiam piesze wycieczki.
I love movies.	Kocham filmy.
I love nature.	Kocham przyrodę.
I love nature.	Lubię przyrodę.
I made dinner.	Zrobiłem kolację.
I made supper.	Zrobiłem kolację.
I miss my cat.	Tęsknię za moim kotem.
I must fix it.	Muszę to naprawić.
I must go now.	Teraz muszę już iść.
I need a bath.	Muszę się wykąpać.
I need advice.	Potrzebuję rady.
I play violin.	Gram na skrzypcach.
I sang a song.	Zaśpiewałem piosenkę.
I saw a plane.	Widziałem samolot.
I think I can.	Myślę, że potrafię.
I use Firefox.	Ja używam Firefoxa.
I walked home.	Poszedłem do domu.
